84246|0.003594583607228291 0.003466004339460759 0.010264611595449063 0.0078006208590364265 0.00047939629155184147 0.009341804624131872 0.005139873177309428 0.0016578974272626861 0.0051086281367859225 0.00917984945836194
195054|0.01001014828896771 0.012653865467054689 0.017910689148866576 0.019478690936075658 0.016190525015741614 0.0129743938838793 0.015482195936269276 0.013031507813958147 0.012218420517256632 0.01682499960876178
67306|0.005060239287744703 0.003678255133649252 0.007180149878732683 0.008726533577358458 0.0059050162019592106 0.008617258297755007 0.0017042734888089112 0.008202630824775684 0.006629266033673957 0.007536713191745323
98490|0.004704767270675918 0.008647851230453484 -0.00037064563042016113 0.00778409281551671 0.011287806497871805 0.005644491887572448 0.005245026377020955 0.007412932698630317 0.00391010433040554 0.006499710869898135
94534|0.0008886041111038642 0.006637615024049756 0.003978152259945811 0.0012482127917447007 0.005472395192500137 0.004326586029966465 0.000983552816522872 0.004337275355529316 0.003404208970190343 0.003198498164012006
150199|0.009117446941721154 0.00923416650259514 0.0013893301494045693 0.0026089496226851046 0.006004204368626904 0.0066669697676269265 0.0035947538170424207 0.009635896678491447 0.0002620100270493038 0.009183435573726901
134256|0.0015799789189866636 0.002206061507261182 0.007697868026479635 0.00404709777277483 0.009782537893821079 0.006054820164625991 0.009196658687358791 0.006032406363510891 0.005000221683721703 0.002282048111582671
42837|0.01836938798906228 0.014939455313638586 0.01445709327047168 0.014787793088220416 0.02113329076586647 0.018069395414487578 0.015339786521179309 0.01888260726918334 0.021054616164201942 0.02036542415397887
142809|0.0016132937836081207 0.00045743330248704635 0.006720545801556838 0.002863011134682187 0.006494857058915559 0.0011750864450420426 0.005146845528635515 0.0049339103269570896 0.0014867088112890852 0.005160431324128963
166050|0.009967233580868602 0.007207330194426578 0.005992597195255679 0.0018507696300563712 0.004063737777245119 0.0049229024529445645 0.005000699916548729 0.009292375204868676 0.008295940763452027 0.009083383904794427
62986|0.00047011612952474485 0.004086796891705985 0.004165392069528802 0.0069855904051214675 0.002863385209857784 0.009129108322929435 0.0052100663799091 0.00313263827107434 0.009790978938977488 0.004947805390300695
127992|0.003517130481281556 0.006488674724531859 0.002101064662066951 0.0009404629867512386 0.00891597133560479 0.004690327149662199 0.009321275319330986 0.006819276149750748 0.006967276763049879 0.005191942608080669
151428|0.0072247202391769174 0.008601084870664794 0.0074742862921029505 0.00379663641876924 0.003598813071774991 0.007070173617334086 0.0020665123108194283 0.00476604688803494 0.007515708614424203 0.003050872098034394
164106|0.0012694645960763427 0.0017236514744277901 0.0043152522210364 0.009201862362673462 0.005848561174772076 0.0014139597814634517 0.0006092686115770645 0.005054379195816399 0.012033360664908033 0.007162823491415611
51221|0.014249722666108619 0.01403747240785497 0.01421377174470819 0.011008260919017602 0.013546356570253264 0.00759693199980871 0.00701699268683671 0.006527959543760289 0.014760878388483103 0.011661980858712341
80318|0.006580999171712101 0.0045682468146674435 0.0076392776646740925 0.002952417765515451 0.005269094163360706 0.001058128234000587 0.006071639346557637 0.005837537790521916 0.011548394864335534 0.005503819625237831
192779|0.006415818453577518 0.00514871660060469 0.009465548391726067 0.003820907711057951 0.004562308964026969 0.0021068803589649326 0.0033958850306025387 0.00011327914185948703 0.009325148306995537 0.0002606255162332287
51261|0.012812461879727437 0.006890997825007465 0.007467597015296927 0.005392973236092226 0.002208143010336514 0.010762952591717001 0.007227624899931536 0.009602138839812646 0.006108342462601064 0.013267468371029543
75974|0.011261767116383728 0.009500899516096478 0.007772902019141379 0.002159918889578536 0.004168287144235668 0.012218301881202114 0.00821684094310531 0.009554092155960956 0.01260600616590038 0.012007143554877971
71163|0.003564989327880287 0.008623653916656168 0.006368307747247566 0.0037580401478308507 0.01130583839725419 0.003989373871393811 0.007131345691908056 0.004224342485231964 0.009902246791336574 0.008163767168874115
93378|0.009712689219038827 0.00981546161091337 0.009813359150217825 -0.0005590956013645508 0.0039814184711475355 0.0013705337722703318 0.007509936559166604 0.005433739502451732 0.0057775122806252854 0.0035410712035410224
99674|0.011796199230108896 0.011845296750110005 0.006307348364889489 0.005575889911704728 0.010705427749823464 0.0058658837940953395 0.012070646661381761 0.006974341905868091 0.009304487113897465 0.011315978623960814
143836|0.008843130538871882 0.0003440119610771276 0.007112055065270886 0.0073637512314423505 0.0012533128811146382 0.004123886226372054 0.008119515232907116 0.0019118562829598038 0.0022670117477143954 0.008765129513480676
189653|0.004423632952322681 0.002817106433853765 0.007213828865387115 0.0066921254860913834 0.010457730920890815 0.004177959730231014 0.006732150945195401 0.009302237771385238 0.008680520545531591 0.0040287939441294805
55233|0.009200192863040248 0.004265951096206037 0.006167272419896485 0.005833138863570438 0.012158753117698129 0.002671957230801612 0.0041905949952335065 0.0058974760191738765 0.005473164993996424 0.00934390189365112
109914|0.006498216318741836 0.004296725361905806 0.01189820561758182 0.007443479991539996 0.00314088461791877 0.013063111528292627 0.006178806231839418 0.011232204099134387 0.007698111623625668 0.006024414866850453
131025|0.004745941454370829 0.006814894308683973 0.008001358444740914 0.006999118792106993 0.004698868953019482 0.00626802704338653 0.007366312769851848 0.011291874496534572 0.010421453710189283 0.0026474756080436617
79231|0.005944343957545884 0.002461702421937192 0.00536045279189715 0.00983989629743658 0.009935263599672775 0.005117798498811558 0.006752108354865001 0.0033000844549971814 0.010964634703806035 0.005693812596174418
194680|0.034820734707107746 0.025981909416256593 0.025614586420049833 0.024918637389619688 0.02793703600892285 0.027279378350229113 0.027207954172858317 0.0312753537274718 0.03288706196263636 0.029899907917830933
165432|0.009016184180033228 0.00042085534611163814 0.0078029358238708105 0.0075069254562677625 0.007721437876816046 0.004218309360290645 0.0015724025645501064 0.007904392368957867 0.005601814850788101 0.0005650572723105705
89349|0.0043768438339141565 0.0009009238652794684 0.008437529239864164 0.006465462121380784 0.006712369198114089 0.008439707032376242 0.010998794621797725 0.005640168667810665 0.007628361858530666 0.0015776199087040835
118142|0.01192136031993454 0.0074720869532004484 0.0021358971700383544 0.006017953204214876 0.006366976666805277 0.0051686797303970855 0.00155710405447447 0.005742456436847804 0.008999244352525308 0.0063263743365473725
103304|0.003672358647229547 0.003539544214482619 0.001401673839477948 0.0016366288505071766 0.006080966304341203 0.0045505488943824585 0.002416323837538242 0.008741395580945718 0.0035398508656077203 0.001571915025083498
166478|0.011081634807970111 0.0139366555320445 0.01217452252332167 0.007230444742428836 0.010515367165270803 0.004129072946204319 0.012439965974690192 0.01332152586829092 0.011234579034212688 0.00863593582687176
90764|0.00804314204364273 0.0023273430904917044 0.0078199781734749 0.005784209733954276 0.00927241510461259 0.0057544363704410545 0.00490987047271372 0.00688111152887639 0.00998081576382511 0.009540617587440242
188483|0.006276500217529475 0.00771374038738885 0.004604227507052887 0.004893707046676843 0.003417892561256153 0.005308107785021842 0.0052074299862086715 0.00552030545323645 0.012619042581201969 0.008712015341172103
59748|0.01070254579494122 0.009951675695963731 0.013932876305720454 0.012692699771864649 0.019604365866916117 0.008750670321850177 0.016318708735643537 0.021512382193997027 0.016563855634939385 0.012263983545784488
12053|0.003983391944365107 0.008693852686265137 0.010661245784499843 0.003342083237061074 0.0029317312228828506 0.009324201082282511 0.001835176607511292 0.007830266641703538 0.006570473642328288 0.0029006399725426163
71314|0.01065003255682193 0.004657597743688226 0.006835409042733924 0.009051143152816169 0.013766730629934883 0.007587353275860087 0.014719580118228404 0.007906090671409119 0.015829897256284586 0.006991172481393446
177037|0.006564092671320513 0.003112775439141239 0.010791947162671667 0.010361429625997903 0.009785080230811684 0.0011988665177122125 0.00969701538405942 0.011165536774291872 0.008288143762096434 0.006063333302370281
70566|0.013944042541890111 0.01206633737391248 0.01213769162253623 0.01592238578347481 0.01555520081120525 0.014522305162647015 0.00981667815636125 0.014788237771553525 0.009081997939353532 0.013556978237179239
33895|0.005692804483205842 0.0042563739382419155 0.007954056682037783 0.007160166244622759 0.009521066563470133 0.004405634469835304 0.0025311321681859757 0.004091288549295142 0.01022113648208107 0.007745495532991164
61720|0.011392268470316508 0.007936438484540259 0.01050017398340826 0.0038573502786470922 0.010661484794435348 0.003836417967481512 0.004282324853967972 0.0062498250803014015 0.004724020272962312 0.004628872161765579
179054|0.0019793565170453512 0.007166694050903269 0.008290074537349671 0.0029129337951465783 0.001088046594319497 -0.00027903281208936285 0.002229557153651705 0.0008724240919352947 0.003358815073160242 0.003762163139108077
69705|0.0064563478744282905 0.0072779057353331775 0.009530910495478056 0.010022964763849507 0.006242668332859105 0.010918877059312321 0.0031579478217428226 0.013028001027214948 0.004044478371043435 0.010526778317781987
160071|0.004451204653773 0.0049958733444977425 0.005458490497346193 0.007475204223684222 0.010041257250813548 0.0022352938394664796 0.002084416839133223 0.002258744156961601 0.005219452510686119 0.005831545435487366
69537|0.009366210398316418 0.009511098479195049 0.006565107132033569 0.0008122246081036222 0.005429479711455676 -0.0004519535010579972 0.003234016740116999 0.009609426994864025 0.004114182303811505 0.007706167707353457
154984|0.00909033729790643 0.008399634916109233 0.0021098628820336463 0.008620752634475412 0.00391792108977702 0.009898114834423002 0.0016938613882105922 0.0010246284242754395 0.007611811384386502 0.0007478888548100795
193020|0.0060931411846734925 0.004448706268906939 0.01399613925027183 0.0017468774290245795 0.00760661828333213 0.01159474707340869 0.01088554411556902 0.004586495592297072 0.008704959247075325 0.013892483835782553
152370|0.008736181899690098 0.00719053844200165 0.0044941924337143875 0.010143196539776465 0.00949956577197922 0.005735067383771076 0.006371042370519281 0.0018223537243988882 0.003060334693793887 0.005655230130997524
122318|0.005210426004709142 0.013642766091075158 0.00771142190341764 0.008275429747745207 0.006421675979983213 0.013776207816083817 0.011865819347759557 0.014606460720150984 0.0035583889475845555 0.010092282036752687
169241|0.0033966973865198263 0.004112566973416143 0.006957291785368872 0.007422253463946834 0.0009840572894587226 0.002759317290982314 0.009834046103816066 0.0009779430730032625 0.005338900244467228 0.00669041131591114
114040|0.007515060394769575 0.008055908152931756 0.011370562240747012 0.0045692617409158216 0.01163362228528183 0.012837326917107952 0.013944954729481146 0.011044142959883183 0.00931903070148397 0.0060647130995368295
163524|0.006657184130670116 0.013071093710586314 0.004514146413741383 0.005563310615866919 0.008271174575650353 0.009306778405094134 0.005849684536583732 0.01074916434166518 0.008801310151508236 0.00437253473890589
136041|0.021384996195897687 0.011855554784012871 0.02217649972569684 0.016109297910052747 0.02635252083334943 0.009621943245462795 0.02404361681006918 0.017435678240349035 0.023178581461109682 0.020563405117642743
53578|0.01876252409078463 0.00898972365358266 0.016982628378700612 0.011071348797310662 0.017691372595765406 0.011938978018975577 0.013384565196236608 0.014668306496544164 0.017775910641731577 0.011161551968504881
186627|0.001979551825817609 0.004135499693301163 0.00652978163221008 0.008403088634619816 0.0049626129724921406 0.004098213633612296 0.009090710502205201 0.00329373236726574 0.004942193798857631 0.00560121866556611
139411|0.0013499175849914851 0.007678201296555356 0.00740305581815033 0.011054144252058527 0.004919520753444944 0.010399884352583958 0.00596659830486088 0.008312628319938467 0.0070814632646202065 0.0049075580093933015
177622|0.011244582075986383 0.0055461621543995265 0.006005273666387984 0.004409299312098292 0.009443554271019158 0.0031110333148285287 0.009155959197745311 0.003781271637380625 0.012276586568661915 0.005910484268928396
59523|0.03157045204127054 0.030040213600946976 0.029212300042666697 0.02423293105414808 0.028050142294542897 0.022630257562402067 0.02441353641887782 0.03152074317137602 0.02743741296959612 0.024569894560862733
150472|0.015976733400223972 0.012350753697841678 0.019544630516292075 0.017628675821750154 0.021288650185255383 0.015221907197441577 0.013945538917899392 0.015357251095518285 0.020435549781997103 0.021077794209994307
156712|0.009956482306924565 0.006752129352870863 0.007146199896650492 0.010357308209164612 0.004484989349817531 0.010203633922951828 0.007817309307516875 0.009632190256396217 0.005663636649226532 0.010524506885587964
137076|0.005382180219289358 0.0029655086210645045 0.005940693644558943 0.00874582581324433 0.00952359843666697 0.011426268848304418 -4.129156234159582e-05 0.007791093511252039 0.01143875606947173 0.0029203154450156404
172133|0.03704094988638375 0.022548248226206328 0.03613313573728907 0.029247252046805592 0.032100439705229085 0.031370566320426056 0.033675493216550556 0.03450015280700467 0.03340159314494785 0.029038593311246936
67102|0.006371468573423854 0.003934708850405567 0.0006405955040247025 0.0007831156633064431 0.005417564976737099 0.002083351368047785 0.0043815102371411825 0.0021467404963090124 0.0011464288478409987 0.007593545961235127
51826|0.009081544421588376 0.009430301570196625 0.004317276291600756 0.003876080950409754 0.0030947815877723334 0.009345907809022457 0.008806086670820492 0.0120962018641241 0.01106010182872841 0.0027186218768896274
164566|0.0072093285617241 0.010476907808134966 0.009226998090475468 0.010578990768408182 0.007860721764451012 0.009095333016042362 0.011985009098291708 0.008654032217076531 0.00907713735492738 0.0035614689893182956
83704|0.004022747400082986 0.01470615413171793 0.011130819105015758 0.009562440805983442 0.0055117943094784355 0.006029546367022503 0.010723865827224023 0.009119827435583787 0.00716574396437114 0.0064522631477505485
56932|0.010361242384902483 0.0051980919276625815 0.001777347068322369 0.007802520304006048 0.0026573421920054663 0.005501722757914217 0.006304648530504176 0.0012180844229196864 0.0017934547812395998 0.0015655063439814537
100978|0.01322587608329315 0.004754182039164042 0.013230337521853939 0.005392018461955759 0.009637912013628017 0.007939269459134781 0.0050558927207110995 0.004971301376300314 0.004789638047355968 0.004974386793135975
88657|0.010774498943442103 0.00994243365346438 0.008272525432065015 0.006940968393613612 0.004673386239315291 0.004730178600948029 0.002371270936809924 0.007830624327537169 0.0022370521245323695 0.01064564491833428
136383|0.004572033089017398 0.0078280257819504 0.0005826729868735717 0.0025764456393437057 0.0021597010927971875 0.00689584945053247 0.008487886211270201 0.005981579973764159 0.007419244100154538 0.00651568285159827
179279|0.003645068915065276 0.004227906424740213 0.009836813458445526 0.006189672038597888 0.005761413563564485 0.004385418549595569 0.0018783300130530993 0.00344467421935618 0.0016712323422303456 0.0007496372796748673
195282|0.03146828361865261 0.01707802415563548 0.02138875743008554 0.02786447820999392 0.021143038684492004 0.027311743420423657 0.02242920727075587 0.02397063847089361 0.03182085422529106 0.025041120090283784
107201|0.006355414805433237 0.010346438784464803 0.01540326721946321 0.014872332563605888 0.005762311649153223 0.01746006073113468 0.008722343213438545 0.010277866404679946 0.002866887311237832 0.008054916357098556
180120|0.005106567639379361 0.005372194029504556 0.007041427860957016 0.009840496449044011 0.006564333080979455 0.008294769222579957 0.006107732614779958 0.0028533541854655698 0.002425290543593693 0.00811131282935339
184937|0.018241842608703023 0.013273745055756332 0.012093288590562981 0.014874083397826171 0.007731291338642327 0.014337923946903046 0.01864139395137674 0.017200666267595362 0.01650107456174401 0.009653248516518831
155684|0.01935962396802631 0.025438571278461046 0.027083085217834906 0.021398954793963962 0.02813844435746138 0.020717374340882666 0.017368557137832807 0.02911157753021723 0.018957778407959838 0.018544424517927326
193132|0.008980322910351632 0.007038504251229981 0.0059233011525285754 0.007762025112500958 0.0022068216259691063 0.007990076095278803 0.011956634900605103 0.0036428449585143153 0.00998546833753388 0.0070813499723381594
170618|0.015577395675624193 0.012002742176871424 0.018253711520878537 0.01849471700754019 0.01590798837346009 0.02028330594395066 0.019322430133859488 0.02272270067454686 0.017009015128429634 0.015897673890370938
178487|0.0050069111519324095 0.0025130331598109856 0.007175286594309693 0.0034334211534373642 0.0046181908835769845 0.004396059647023482 0.0022011833576280164 0.009612563704128876 0.010409673580223988 0.007699562062099628
178792|0.00915412481117877 0.008743788623890995 0.00438360298118086 0.0013542187456403567 0.000435094570025759 0.005574536816952315 0.008050690711999134 0.00903699264868085 0.003177115943209432 0.006545516783843662
189293|0.006361944009414147 0.008992852654935797 0.0077533358715392315 0.008249438255902117 0.006039654681567442 0.0047477016096974965 0.0032581156476478466 0.008602156279990192 0.009182410297046799 0.008817561721204119
182815|0.0015779529313774752 0.0002581215939457467 0.008409305661356196 0.004313695526921712 0.003305309575833486 0.005188374929543445 0.010417362453247824 0.004503454346319794 0.002408711829693223 0.007354168839374867
93531|0.009433713718598968 0.007725343392030092 0.0026561835167203574 0.006972362883673652 0.0031608373392600997 0.010500012499542624 0.005231055033400697 0.005279051455342236 0.006104752385513195 0.0021713697852630454
176275|7.880466469682057e-05 0.012071504884080072 0.003428159275409124 0.00022906281077812051 0.0009734350620378465 0.008388480252192508 0.001576947057028096 0.004306077415252789 0.010640256093818875 0.005641960956083961
160970|0.003540054979696809 0.003483651748836696 0.002921176343580035 0.0026023234704761243 0.002113685888466744 0.006861522764097759 0.007766895805598521 0.008375434327761637 0.009028673586831385 0.0077891320662102454
