65537|-0.0000000000000015 0.0000000000000005 0.0000000000000004 0.0000000000000004 0.0000000000000002 0.0000000000000002 -0.0000000000000004 -0.0000000000000004 0.0000000000000000 -0.0000000000000005 1.0000000000000000
65559|-0.0000000000000005 -0.0000000000000005 0.0000000000000001 0.0000000000000000 -0.0000000000000003 -0.0000000000000000 0.0000000000000003 -0.0000000000000002 0.0000000000000007 -0.0000000000000002 1.0000000000000000
163869|0.0000000000000006 0.0000000000000002 -0.0000000000000001 0.0000000000000015 -0.0000000000000590 0.0000000000000002 -0.0000000000000014 0.0000000000000005 -0.0000000000000003 0.0000000000000002 1.0000000000000000
65581|-0.0000000000000002 -0.0000000000000010 0.0000000000000003 0.0000000000000007 -0.0000000000000008 0.0000000000000004 0.0000000000000008 0.0000000000000005 -0.0000000000000000 -0.0000000000000001 1.0000000000000000
131121|0.0000000000000003 0.0000000000000001 0.0000000000000001 0.0000000000000009 0.0000000000000003 -0.0000000000000001 -0.0000000000000004 0.0000000000000014 0.0000000000000003 -0.0000000000000005 1.0000000000000000
65587|0.0000000000000003 0.0000000000000002 -0.0000000000000006 -0.0000000000000009 0.0000000000000015 0.0000000000000006 -0.0000000000000005 -0.0000000000000004 0.0000000000000002 -0.0000000000000007 1.0000000000000000
131151|-0.0000000000000003 -0.0000000000000008 0.0000000000000015 -0.0000000000000005 0.0000000000000001 -0.0000000000000014 0.0000000000000011 -0.0000000000000007 0.0000000000000001 0.0000000000000003 1.0000000000000000
131152|-0.0000000000000005 0.0000000000000010 0.0000000000000015 0.0000000000000006 -0.0000000000000736 0.0000000000000003 0.0000000000000001 0.0000000000000002 -0.0000000000000006 -0.0000000000000001 1.0000000000000000
163924|0.0000000000000002 0.0000000000000003 0.0000000000000002 0.0000000000000001 0.0000000000000008 -0.0000000000000001 0.0000000000000001 0.0000000000000003 -0.0000000000000004 -0.0000000000000002 1.0000000000000000
98389|0.0000000000000005 -0.0000000000000012 0.0000000000000002 -0.0000000000000001 0.0000000000000003 -0.0000000000000001 -0.0000000000000014 0.0000000000000003 -0.0000000000000002 0.0000000000000003 1.0000000000000000
65629|0.0000000000000006 0.0000000000000002 -0.0000000000000003 0.0000000000000000 0.0000000000000000 -0.0000000000000003 0.0000000000000007 -0.0000000000000003 -0.0000000000000004 -0.0000000000000001 1.0000000000000000
65630|-0.0000000000000002 0.0000000000000006 -0.0000000000000002 0.0000000000000007 -0.0000000000000007 -0.0000000000000013 0.0000000000000001 -0.0000000000000002 0.0000000000000014 -0.0000000000000003 1.0000000000000000
65636|0.0000000000000009 -0.0000000000000006 -0.0000000000000005 -0.0000000000000001 0.0000000002806821 -0.0000000000000005 0.0000000000000006 0.0000000000000004 -0.0000000000000010 0.0000000000000002 1.0000000000000000
163940|0.0000000000000002 0.0000000000000010 -0.0000000000000002 -0.0000000000000001 0.0000000000000004 0.0000000000000005 0.0000000000000001 -0.0000000000000001 -0.0000000000000002 -0.0000000000000010 1.0000000000000000
65642|0.0000000000000002 0.0000000000000006 0.0000000000000002 -0.0000000000000002 -0.0000000000000001 0.0000000000000005 0.0000000000000010 0.0000000000000002 0.0000000000000006 -0.0000000000000011 1.0000000000000000
131182|0.0000000000000002 0.0000000000000002 0.0000000000000003 -0.0000000000000002 0.0000000000042983 0.0000000000000002 0.0000000000000007 0.0000000000000001 0.0000000000000007 -0.0000000000000003 1.0000000000000000
65649|-0.0000000000000004 -0.0000000000000003 0.0000000000000006 0.0000000000000002 -0.0000000000000011 0.0000000000000004 -0.0000000000000012 0.0000000000000001 -0.0000000000000013 -0.0000000000000008 1.0000000000000000
163968|0.0000000000000001 0.0000000000000007 -0.0000000000000005 0.0000000000000003 -0.0000000000000003 0.0000000000000002 0.0000000000000003 0.0000000000000003 -0.0000000000000007 -0.0000000000000000 1.0000000000000000
98433|0.0000000000000010 0.0000000000000003 0.0000000000000008 -0.0000000000000007 0.0000000000000006 -0.0000000000000001 0.0000000000000002 0.0000000000000005 0.0000000000000002 -0.0000000000000009 1.0000000000000000
32900|0.0000000000000000 -0.0000000000000000 -0.0000000000000003 -0.0000000000000012 0.0000000000000003 0.0000000000000003 0.0000000000000009 0.0000000000000016 0.0000000000000005 -0.0000000000000001 1.0000000000000000
132|0.0000000000000005 0.0000000000000008 0.0000000000000004 0.0000000000000002 -0.0000000000390172 0.0000000000000007 -0.0000000000000003 0.0000000000000005 0.0000000000000002 0.0000000000000006 1.0000000000000000
